"id","timestamp","os_name","cohort_date","value_D0"
951,"2023-05-28 00:00:00",ipados,"2023-05-28",391
954,"2023-05-28 00:00:00",ios,"2023-05-28",14251
957,"2023-05-28 00:00:00",android,"2023-05-28",9389
960,"2023-05-28 00:00:00",macos,"2023-05-28",245
963,"2023-05-28 00:00:00",windows,"2023-05-28",26412
966,"2023-05-28 00:00:00",winphone,"2023-05-28",10
969,"2023-05-27 00:00:00",ios,"2023-05-27",14016
972,"2023-05-27 00:00:00",android,"2023-05-27",9311
975,"2023-05-27 00:00:00",winphone,"2023-05-27",8
978,"2023-05-27 00:00:00",macos,"2023-05-27",274
981,"2023-05-27 00:00:00",windows,"2023-05-27",29031
984,"2023-05-27 00:00:00",ipados,"2023-05-27",397
987,"2023-05-26 00:00:00",windows,"2023-05-26",30170
990,"2023-05-26 00:00:00",android,"2023-05-26",9145
993,"2023-05-26 00:00:00",ios,"2023-05-26",13573
996,"2023-05-26 00:00:00",winphone,"2023-05-26",7
999,"2023-05-26 00:00:00",ipados,"2023-05-26",373
1002,"2023-05-26 00:00:00",macos,"2023-05-26",284
1005,"2023-05-25 00:00:00",android,"2023-05-25",9111
1008,"2023-05-25 00:00:00",windows,"2023-05-25",31441
1011,"2023-05-25 00:00:00",ios,"2023-05-25",13778
1014,"2023-05-25 00:00:00",ipados,"2023-05-25",401
1017,"2023-05-25 00:00:00",macos,"2023-05-25",339
1020,"2023-05-25 00:00:00",winphone,"2023-05-25",7
1023,"2023-05-24 00:00:00",android,"2023-05-24",8873
1026,"2023-05-24 00:00:00",ios,"2023-05-24",13478
1029,"2023-05-24 00:00:00",macos,"2023-05-24",338
1032,"2023-05-24 00:00:00",winphone,"2023-05-24",4
1035,"2023-05-24 00:00:00",ipados,"2023-05-24",367
1038,"2023-05-24 00:00:00",windows,"2023-05-24",30884
1041,"2023-05-23 00:00:00",windows,"2023-05-23",31772
1044,"2023-05-23 00:00:00",android,"2023-05-23",8791
1047,"2023-05-23 00:00:00",ipados,"2023-05-23",385
1050,"2023-05-23 00:00:00",ios,"2023-05-23",13079
1053,"2023-05-23 00:00:00",winphone,"2023-05-23",3
1056,"2023-05-23 00:00:00",macos,"2023-05-23",302
1059,"2023-05-22 00:00:00",winphone,"2023-05-22",5
1062,"2023-05-22 00:00:00",android,"2023-05-22",9141
1065,"2023-05-22 00:00:00",macos,"2023-05-22",291
1068,"2023-05-22 00:00:00",windows,"2023-05-22",31591
1071,"2023-05-22 00:00:00",ipados,"2023-05-22",367
1074,"2023-05-22 00:00:00",ios,"2023-05-22",13441
1077,"2023-05-21 00:00:00",ios,"2023-05-21",14036
1080,"2023-05-21 00:00:00",macos,"2023-05-21",236
1083,"2023-05-21 00:00:00",android,"2023-05-21",9753
